ime,država,zvrst,leto,status
Wehmut,Germany,Black,2006,2
D'erlanger,Japan,"Gothic,Speed,Pop,Power,Rock",1983,1
Ulcer,United Kingdom,Death,1996,3
Titana,Austria,Thrash,2004,3
Third Storm,Sweden,"Doom,Black",1986,1
Fen,United Kingdom,"Black,Atmospheric,Rock",2006,1
Balbulus,United Kingdom,"Electronica,Industrial,Rock",2003,1
The Mortuary Society,United States,Death,1990,1
Dr. Salazar,Portugal,"Industrial,Gothic",2001,1
Valentine,Germany,"Heavy,Power",1987,3
Mentally Damaged,Germany,Thrash,1988,3
Dread,United States,"Thrash,Crossover",1988,3
SacrilÃ©gio,Portugal,"Thrash,Death",1991,3
BOPW,Germany,"Thrash,Hardcore",1987,3
Primortal Aggression,United States,"Thrash,Death",2003,5
A Dawn Within,United States,"Melodic,Metalcore,Death,Progressive",2002,2
Carnal Rites,United Kingdom,Thrash,nan,1
Abstract Agony,France,"Melodic,Doom,Death",2005,1
Stained Blood,Finland,"Melodic,Dark,Death",2006,1
Stained Blood,Spain,"Melodic,Death,Deathcore",2005,1
Predathor,Austria,"Death,Groove",2003,1
Demonbreed,United Kingdom,"Thrash,Death",2003,3
De-nihil,Japan,"Grindcore,Death",2006,1
Malformity,United States,Death,1991,1
Dawn,Italy,Thrash,2006,3
Morbifer,Italy,"Depressive,Black",2007,1
Disembowel,Germany,"Death,Brutal",2004,1
Ironic Punishment Division,United States,"Stoner,Doom",nan,1
Daor,Gibraltar,"Death,Thrash,Industrial",nan,5
SamhainFall,Brazil,Heavy,2003,1
Massacre of the Umbilical Cord,United States,"Grindcore,Death,Brutal",2005,3
Atrum,Italy,Black,2006,1
Nomad Soul,Germany,"Heavy,Power",2002,3
731,Russia,Black,2004,3
Trauma,United States,Thrash,2006,1
Vivesect,United States,"Thrash,Death",nan,3
Goat Ritual,Bosnia and Herzegovina,Black,2006,1
Headhunter,Germany,Heavy,nan,3
Enslaved,Italy,"Thrash,Death,Speed",1989,3
Enraged,United States,Thrash,2001,1
Blind Legion,United States,Heavy,1985,3
Masterstroke,Italy,Speed,1986,3
Haizum,United Kingdom,Black,2001,1
Devastation,Sweden,"Heavy,Sludge",2004,5
Neil Hess,United States,"Industrial,Doom",nan,1
Cremation,Finland,"Thrash,Speed",1989,3
Defacement,Finland,Thrash,1990,3
Throne of Death,Germany,Black,2005,3
Always Fallen,Belgium,"Thrash,Metalcore",2005,3
Nephilim,Norway,Black,2004,3
Another Side,Hungary,"Psychedelic,Progressive,Rock",2003,3
Aetas Obscura,Germany,"Melodic,Symphonic,Black",2005,1
Hibernum,Croatia,Black,2002,1
Iodhar,Switzerland,Black,2007,1
Hypothermie,Germany,"Thrash,Death",2006,1
Assur,Hungary,"Black,Pagan",2005,5
Capricorn,Netherlands,"Heavy,Thrash",2005,5
Dirty Black,Turkey,"Thrash,Heavy",2002,1
Uncovered Noise,Germany,"Melodic,Death",1992,1
Teaser,Germany,"Heavy,Power",2001,1
Leader of Pack,Slovenia,"Death,Black",2006,3
Bloodsport,Netherlands,"Thrash,Hardcore,Death",nan,3
Paradise in Tears,Brazil,"Funeral,Doom",2005,3
Halley,Italy,Thrash,1997,1
Hallucinate,Mexico,Death,1992,3
GeistbeschwÃ¶rer,Germany,Black,1997,3
Descant Gott,Philippines,"Melodic,Thrash,Death",2005,1
Sol,Denmark,"Death,Doom",2007,1
Cthulhu,Mexico,Black,1999,4
Feel Burning Inside,Brazil,Metalcore,2006,1
Velnias,United States,"Doom,Folk,Blackened",2006,1
Riwayat,Malaysia,Black,1995,1
Voltage,Germany,Thrash,2004,3
Abnormity,Germany,Thrash,2003,3
Seasons of Pain,United States,"Death,Groove",2002,1
Grayceon,United States,"Progressive,Rock",2005,1
Warfield Within,Germany,"Technical,Thrash,Death",2005,1
Aggressive Evil,Canada,"Death,Black",1990,3
Schlaflos,Germany,Black,2005,1
BorÃ¢torii,Romania,"Grindcore,Death",2004,3
Yhdarl,Belgium,"Drone,Black,Doom",2007,1
Attack of Rage,Slovakia,"Grindcore,Death",2001,1
Darkwater,Sweden,"Melodic,Progressive,Power",2003,1
Poundhound,United States,"Heavy,Hard,Progressive,Rock",1997,5
Dug Pinnick,United States,"Heavy,Hard,Progressive,Rock",2004,1
Jugular,Canada,Thrash,2006,1
Veiled Moon,Italy,"Black,Death,Gothic,Doom",1996,1
Heir of Destiny,Canada,Power,2006,3
Black Mourners Veil,United States,"Death,Black",2004,1
Putridity,Italy,"Death,Brutal",2005,1
Edenfire,Ireland,"Melodic,Heavy,Speed,Thrash",2004,1
Ascension,Ireland,"Melodic,Thrash",2006,3
Metal Reign,United States,"Thrash,Groove",2004,4
Irresistible Hearts,China,"Melodic,Metalcore,Death",2003,1
Zerogod,Germany,Death,1999,1
ÐÐ¾Ð»Ñ,Russia,"Black,Pagan",2005,4
Lowgrown,Germany,Progressive,nan,4
Abhorred Despiser,Indonesia,"Death,Brutal",2000,2
A Losing Season,Hungary,"Melodic,Death",2004,3
Strigampire,Canada,"Melodic,Black",2001,1
Ordoxe,Canada,Black,1989,1
Crucified,Japan,"Melodic,Thrash",2006,1
Necronomichrist,United States,"Grindcore,Death,Black,Brutal,Progressive",2006,1
Scars Remain,Germany,"Thrash,Death,Groove",2005,1
Battue,Germany,"Thrash,Death",2004,1
Seven Graves,Germany,"Melodic,Death",2005,3
Wardog,Ireland,Heavy,2002,1
Casket,United States,"Thrash,Death",2005,1
Brutally Mutilated,Poland,Death,2004,1
Purulent Infection,United States,"Grindcore,Death",2006,1
Sanctus,United Kingdom,"Heavy,NWOBHM,Progressive",1981,3
Cremated,Indonesia,"Death,Brutal",1999,1
Celephais,Sweden,Death,1992,3
Aeternom,Germany,"Melodic,Power",2003,1
Molotov Solution,United States,Deathcore,2004,6
Butchery Cadaverous,Canada,"Grindcore,Death",2003,3
Malaria,Canada,"Grindcore,Death",2006,1
Shathanas,Finland,"Death,Black",nan,1
Tread,United States,"Thrash,Groove",1993,1
Masquerade of Silence,Canada,"Death,Progressive",2006,3
8 Weeks Dead,United States,"Thrash,Stoner",2003,2
Soul Terror,Finland,"Heavy,Thrash",2005,5
Andy Reisert Natural Disaster,United States,Heavy,1991,3
Dark Liaison,Germany,"Doom,Black",1993,3
Jewish Juice,Italy,Black,2006,1
Traxtor,Indonesia,Thrash,nan,4
Wisdom,Italy,"Heavy,Progressive",1997,3
Die Hard,Sweden,"Thrash,Death",2005,1
Ikarian,United States,"Doom,Gothic",nan,1
Blatherskite,United States,"Thrash,Grindcore,Death",nan,3
3rd Room,Italy,Gothic,2006,3
Ordalia,Italy,Heavy,1991,1
Project Masquerade,Netherlands,"Melodic,Heavy",1999,3
Unreality,Italy,"Speed,Progressive",nan,3
Xanimus,Canada,Heavy,1995,4
Projektil,Czech Republic,"Speed,Power",1979,3
Leather Charm,France,Thrash,2004,3
Asura,India,"Death,Black",2005,3
Vespera,Romania,Gothic,2005,1
Estuprando o Nazareno,Brazil,Black,2002,4
Virtual Insanity,United States,"Thrash,Crossover",1991,3
AcciÃ³ Directa,Spain,Thrash,1985,3
Acaros,Argentina,"Thrash,Death",1999,1
Acedio,Argentina,"Heavy,Power",2002,1
Penzzer,France,Heavy,1983,3
Terminal Confusion,United States,Thrash,1986,3
Mind Wax,United States,"Stoner,Groove",nan,4
Partenos Petras,Italy,"Death,Black",2006,4
Twilight Illusion,Sweden,"Heavy,Neoclassical",2001,1
Devastation,Canada,"Death,Black",2005,3
Quintessence of Flesh,Croatia,Gothic,2000,3
Dragoons,Brazil,"Progressive,Power",2006,1
Maholix,Poland,Heavy,2002,1
Berserk Revolt,Ukraine,Death,2003,1
Dark Matter,United States,"Melodic,Black",2006,3
Chemical Waste,United States,"Thrash,Crossover",nan,3
Elan,Spain,Power,2005,4
Gandalf,Spain,Heavy,nan,3
Amonicide,Brazil,Thrash,2004,4
Army of Agony,Brazil,"Thrash,Death",2006,1
Bruto,Brazil,Thrash,2004,1
Ancestors,United States,Black,2005,1
Triplever,United States,"Thrash,Death",2005,1
Shangai Blue,Portugal,Heavy,1990,3
Enchanter,United States,Power,1984,5
Makabrethy,Brazil,"Death,Black",2003,3
Illegal Operation,Romania,"Industrial,Power",2002,3
The Undertakers,Mexico,Deathcore,2004,2
Obscure Death,Brazil,"Death,Black",2005,1
Corwen,Switzerland,"Death,Stoner,Doom",2005,1
Amnos,Canada,Thrash,nan,4
Sodomianse,Germany,"Thrash,Speed",2002,3
Dengel,China,"Gothic,Rock",2005,1
Endrah,Brazil,"Hardcore,Death",2003,1
Winter Blasphemer,Poland,Black,2003,3
Gleis 3,Germany,"Thrash,Groove",2000,4
Raidshelter,Germany,Progressive,1988,1
Vestigia Terrent,Finland,"Thrash,Heavy,Hard,Speed,Rock",1989,5
The Quest,Germany,"Melodic,Thrash,Death",2005,3
Crawler,Germany,"Melodic,Power",1995,1
Infinity,Germany,Heavy,2005,3
Soulriver,Brazil,"Heavy,Stoner,Doom",1995,1
Pandora,Germany,Black,2002,1
Ihresgleichen,Germany,"Power,Progressive",2007,1
Revenant,United States,"Metalcore,Grindcore",nan,1
Crown of Consequence,United States,"Thrash,Death",2005,3
Anterior,United Kingdom,"Melodic,Death",2003,3
Infamia,Spain,Power,2002,1
Exhortation,Switzerland,Death,1992,5
Septimo Angel,Mexico,Power,1999,1
Armada de la Oscuridad,Mexico,Black,1998,4
Oath Witness,Mexico,"Heavy,Progressive",2001,4
Age of Plague,United States,"Technical,Grindcore,Death",2002,3
The Nine Orders of Angels,United States,"Melodic,Metalcore,Death",2002,3
Manipulator,France,Death,2007,1
Infidel,Poland,Black,2006,1
Dead Inside,Belgium,Black,2006,3
Helheim,Germany,Death,nan,3
Desertor,Brazil,"Thrash,Hardcore",1995,1
Scythian,United Kingdom,"Thrash,Death",2004,1
Cammelot,Brazil,"Thrash,Death",2003,1
Conspiracy Assassins,United States,"Melodic,Death",2005,3
Dhark Death,Brazil,"Thrash,Death",2005,1
Allvater,Germany,"Melodic,Viking,Black",2004,1
Shieldwall,United Kingdom,Folk,2007,1
Nuclear Shadow,Italy,Death,2004,1
Mortiis Daemonium,Italy,Black,2006,3
The Tantalizor,Norway,"Thrash,Black",2000,4
Rammwurst,Germany,"Death,Black",2002,1
Belfagor,Norway,"Thrash,Black",1992,5
Trollhammer,United States,"Viking,Folk",nan,3
Teufel,Cuba,Gothic,2000,1
Ileon,Spain,"Melodic,Heavy",1997,3
Delete Yourself,Germany,"Thrash,Death,Groove",2005,1
Gothmog,Poland,"Thrash,Death,Black",2000,2
Butatrash,Spain,"Thrash,Groove",1995,1
In Frozen Forests,Italy,Black,nan,3
Rhino,Spain,"Sludge,Thrash",2004,5
Pandrea,Romania,"Thrash,Death",2003,1
Purgatorium,United States,"Melodic,Death",2005,3
Cranioclast,Russia,Death,1991,1
Rainfall,Cuba,Heavy,2005,3
Malignant Spawn,United States,Death,2006,3
Sodomizing Christ,Sweden,Death,2005,3
H.pylori,Brazil,"Thrash,Death",2003,4
Hate Devastation,Brazil,"Thrash,Death",2005,5
TME,Sweden,"Thrash,Death",2005,1
HÃ¦?,Norway,Thrash,1996,5
Life,Germany,"Heavy,Hard,Rock",nan,3
Nemesis,Venezuela,Heavy,1999,1
Tzelmoth,Colombia,Black,1999,1
Machine,Brazil,"Thrash,Hardcore",2006,4
MortuÃ¡rio,Brazil,"Thrash,Crossover",1986,1
Sacarius Noctis,Brazil,"Death,Black",2006,1
Delhi Download,Denmark,Groove,1995,5
Infame,Italy,"Thrash,Groove",2003,3
Matsudo,Sweden,"Sludge,Doom",2006,1
Suicide Legacy,Finland,Death,2006,1
Insannity,Brazil,Death,2005,1
Lost in Hell,Brazil,"Death,Black",1997,4
Torment Behavior,Brazil,"Melodic,Death,Black,Doom",2006,3
Akelot TÃ¼k,Argentina,"Melodic,Power",2001,1
Infernal Machine,Philippines,"Death,Brutal",2005,1
Tor Marrock,United Kingdom,"Death,Gothic",2004,1
Aavas,Germany,"Melodic,Gothic",2004,2
Nektra,Germany,"Thrash,Power,Progressive",1999,1
Fight/Delight,Germany,"Thrash,Groove",2005,1
Malvoisie,Switzerland,"Black,Experimental,Ambient",2007,1
Entropy,Italy,Heavy,1991,3
Terrorgod,Germany,"Thrash,Death",2005,4
Tears of Rain,Czech Republic,"Melodic,Doom,Gothic",2006,1
Dark,Czech Republic,"Death,Groove,Industrial",1990,5
Desacrator,United States,"Technical,Thrash",1987,5
Morbidity,Sweden,Black,2004,1
Funeral of My Soul,Czech Republic,"Funeral,Doom,Ambient",2007,3
Circle of Believers,Italy,"Heavy,Power,Progressive",2004,1
Mortimer Dipthong,United States,"Thrash,Death",1993,3
Lapidated,Spain,"Death,Brutal",1997,3
Ravn,United States,Black,2003,1
NebelkrÃ¤he,Germany,Black,2007,1
Death by Stereo,Philippines,Progressive,1994,2
Endimion,Chile,"Death,Doom",2005,1
Sangre Argenta,Argentina,Heavy,1998,1
Depth Melody,Switzerland,Viking,2006,1
Brothers of Whiskey,Italy,"Heavy,Hard,Rock",2003,4
Spectre,Belgium,Black,2004,1
Dragon's Lair,Greece,"Heavy,Epic",2004,1
Proglas,Slovakia,"Melodic,Black",2001,1
Ulcus Molle,Norway,"Thrash,Death,Black,Symphonic",1994,5
Bleeder,Spain,"Grindcore,Death",1989,1
Vivid,Sweden,"Heavy,Hard,Rock,Classic",1982,2
Triquinosis,Chile,"Grindcore,Death",2005,1
Engine of Doom,Netherlands,Death,2005,1
Inferi,United States,"Melodic,Technical,Death",2006,1
Cerebric Turmoil,Germany,"Technical,Death,Brutal",2006,1
Lightlost,Czech Republic,Death,nan,3
Erosion,Italy,"Thrash,Death",2005,1
BÃ¥ld Imperium,Sweden,Black,nan,3
Mystical Nightcharm,Slovakia,"Black,Death,Atmospheric,Doom",1997,3
Renegade,United States,"Progressive,Power",1985,5
Cuban Assassin,Germany,Power,1990,3
Merde,United States,Death,nan,5
Nhuvasarim,United States,"Thrash,Death,Black",2005,1
Victim of Rage,Indonesia,"Grindcore,Death,Brutal",1995,1
Septic Schizo,Belarus,"Thrash,Death",1992,3
Umbra Mortis,Indonesia,"Black,Power",1992,1
Scatha,Brazil,"Heavy,Thrash",2004,1
Crushing Belial,United Kingdom,Death,2001,4
Slug Beezing,Brazil,"Thrash,Death",2003,1
Christenblut,Germany,Black,2006,4
Storge,Brazil,Heavy,2004,4
Takeover,Brazil,"Melodic,Heavy,Thrash",2003,3
10$ Head,United Kingdom,"Thrash,Death",1995,3
Infandous,United States,"Grindcore,Death",1997,3
TÃ©tano,Brazil,"Grindcore,Death",2004,1
Anhthrone,Brazil,Heavy,2006,4
Pressure Points,Finland,"Death,Progressive",2004,1
Arton,Brazil,"Heavy,Power",2004,4
Sion,Argentina,"Thrash,Death,Progressive",1995,1
Necroholocaust,Singapore,"Death,Black",2005,3
Fortress of Victory,United States,"Thrash,Death,Progressive",nan,1
Dead Flowers,Brazil,"Heavy,Doom",2003,1
Cafagiem,Germany,"Black,Ambient",2007,4
Thoughts of Grief,Germany,Gothic,1996,3
Taxidermist,Germany,"Grindcore,Death",nan,3
Der Tod,Germany,"Death,Black",nan,3
Days of Decline,France,Deathcore,2004,3
Gruff,Germany,"Melodic,Death,Gothic",1994,3
Dark Predestination,Russia,Doom,1993,3
Psycho Family,Russia,Thrash,1990,3
Breathless,Thailand,Gothic,2002,3
Windmills by the Ocean,United States,"Sludge,Atmospheric",2006,1
Well Done Beat,Russia,"Heavy,Doom",nan,3
HÃ¶ss,Poland,Death,nan,3
Divine Tragedy,Belgium,"Symphonic,Progressive",nan,3
29Jaguar,Japan,"Melodic,Death",1998,1
Eleventh Plague,France,Heavy,2004,1
The Vala,United States,"Melodic,Viking,Death",2006,2
Magma,Hungary,Heavy,2001,1
Hungarica,Hungary,Heavy,2006,1
Blackthorn,Mexico,Death,1989,1
Dormant,United States,"Black,Atmospheric,Neofolk",2006,1
3D in Your Face,United States,Heavy,1999,1
Majestic Downfall,United States,"Death,Doom",2006,1
Storbais,Spain,"Thrash,Crossover",1992,1
Thy Sin,Italy,"Death,Progressive",2005,1
Faded Memory,Greece,"Melodic,Power",nan,3
Vercelum,Philippines,"Melodic,Depressive,Death,Black,Ambient",2000,2
Elfion,United States,Power,1984,4
Defame,Brazil,"Melodic,Heavy",2004,4
Egregorean,Brazil,"Melodic,Heavy",2005,1
S:t Erik,Sweden,"Stoner,Doom,Psychedelic",2006,1
Engrave,Germany,"Thrash,Black",nan,3
Krokus,Switzerland,"Heavy,Hard,Progressive,Rock",1975,1
Eternal Trash,Germany,"Thrash,Crossover",1986,3
Smirnoff,Germany,"Grindcore,Death",1994,3
IXXI,Sweden,Black,2006,1
Evilusions,Brazil,"Melodic,Heavy",2005,1
Factor Cross,Brazil,"Melodic,Heavy,Power",2004,1
Revenge,Greece,"Thrash,Black",1999,1
Furya,Brazil,"Melodic,Power",2003,4
Bletz,Spain,"Heavy,Thrash",1998,3
Godless Crusade,Italy,"Melodic,Metalcore,Death",2006,3
Thorns of Compassion,Norway,"Death,Black",nan,3
King of Souls,Greece,"Doom,Black",nan,3
Djabah,France,Death,2002,1
Sjelferd,Norway,Black,1996,5
Cryptic Garden,Germany,Dark,2001,4
Dust Devils,Germany,Black,nan,3
Gondwania,Germany,"Heavy,Progressive,Rock",1999,3
Serpentum,Portugal,Black,2006,1
Holycross,Brazil,Heavy,2006,1
Questions,Brazil,"Thrash,Hardcore",2000,1
Sequester,Canada,"Progressive,Power",2005,1
Prisoner,United Kingdom,"Melodic,Heavy",nan,1
Sacred Slaughter,United States,Thrash,2007,1
Human Garbage Disposal,Denmark,Death,nan,4
Aldaaron,France,"Black,Pagan",2004,1
Atomik Cocktail,United States,Heavy,nan,4
Domus Blasphem,Mexico,Black,2006,1
Wintersturm,Germany,Black,nan,1
Onslaughter,Philippines,"Death,Black,Brutal",1998,5
Asvynn,Germany,"Black,Death,Pagan",nan,3
Pester,Germany,"Death,Brutal",nan,3
Stonehenge,Iceland,Thrash,1995,5
Azeta,Chile,"Thrash,Power",1988,3
ÐÐ¸ÑÑ,Russia,"Sludge,Doom,Drone,Experimental",1998,1
Satanize,Portugal,Black,2001,1
Skullhammer,Germany,"Thrash,Death,Doom",nan,4
Insaint,Netherlands,"Thrash,Death",2006,3
Heaven If,Italy,Progressive,2005,1
Ogmios,France,"Black,Ambient",2006,1
Eren KÃ¶mÃ¼rlÃ¼,Turkey,"Progressive,Rock",2004,4
Hecatomb,Canada,Death,nan,3
Abysmal Hate,Mexico,"Melodic,Black",2007,1
Nostalgia Dreams,Slovakia,Doom,nan,3
Csejthe,Canada,Black,2006,1
Carnivore Horde,Poland,Black,2004,3
Ancient Reign,Canada,"Folk,Blackened",2007,1
Void,Lithuania,Thrash,1991,3
FÃ³sil de Buitre,Peru,"Thrash,Death",1999,1
No Flesh Spared,United States,Death,nan,3
Gutural,Peru,Death,2005,1
The Nemesi,Italy,"Death,Black",2001,3
Enchanter,United States,Thrash,1985,3
The Living End,United States,Heavy,nan,3
Butcher ABC,Japan,"Goregrind,Death,Noisecore",1994,1
Amorphic Form,United States,"Technical,Death",2005,3
GÃ rgola,Spain,"Heavy,Hard,Punk,Rock",1988,3
Vietus Mortuus,United States,Black,2004,3
Prenatal End,Greece,"Technical,Thrash",1989,3
Rated X,Germany,"Heavy,Hard,Rock",1982,3
Power Unit,Sweden,Heavy,1988,3
Isod,Brazil,"Melodic,Power",2004,1
Koudan,Brazil,Power,2004,4
Lost in Time,Brazil,"Heavy,Thrash",2006,4
Drop Out,Germany,Heavy,nan,1
Lykanthropia,Brazil,Heavy,1995,1
Metal Wizard,Brazil,"Heavy,Power",2002,4
Metano,Brazil,Heavy,2000,3
Verson,Slovakia,Thrash,1991,3
Abaddon,Czech Republic,Death,2007,1
Dreadful Fuck of Army,Czech Republic,Thrash,1991,3
Midian,Brazil,Heavy,2002,3
Mythrill,Brazil,"Melodic,Heavy",2005,4
Dark Art,Germany,"Death,Black",1997,1
Camorra,United Kingdom,Deathcore,2005,3
Nachtblut,Germany,Black,2004,5
R.U. Deadly,United States,"Thrash,Power",1987,2
Firststrike,United States,"Thrash,Power",1990,3
Morbid Tales,Germany,"Melodic,Thrash,Death",2006,1
Ari Koivunen,Finland,"Heavy,Power",2007,3
Elegy of Madness,Italy,"Gothic,Progressive",2006,1
Apocryph,United States,"Thrash,Death",2001,1
The Grief,Ecuador,"Symphonic,Black,Doom",2005,1
Satanic Sega Genesis,United States,"Death,Progressive",2005,1
Sangre y Terror,Mexico,Black,nan,4
War Command,Mexico,Black,1996,4
Wenfflam,United Kingdom,NWOBHM,nan,3
Themselves,Italy,Heavy,1998,5
Spinal Shiver,Italy,"Atmospheric,Death,Gothic",2003,3
Persecutor,Poland,"Thrash,Black",2005,1
Sysmo,Spain,Death,2004,1
Virgin Spy,United States,Heavy,nan,3
Warhead Rising,United States,"Heavy,Power",1980,1
Winterblind,Belgium,"Thrash,Black",2006,1
To Deeper Sorrow,Italy,"Thrash,Death,Black",2006,3
Encounter Darkness,Sweden,"Power,Progressive",2002,3
Tarchon Fist,Italy,Heavy,2005,1
Oremuz,Philippines,"Dark,Gothic,Atmospheric",2004,1
Resurrected,Philippines,Thrash,1993,1
MWS,Hungary,"Thrash,Crossover",1997,1
No Remorse,Brazil,Heavy,2005,1
Queen Evil,Brazil,"Heavy,Power",2003,3
Scatus,Brazil,"Heavy,Power",1997,1
Sephyra,Brazil,"Melodic,Heavy,Power",2006,1
Doom's Revelation,Mexico,Death,2006,1
Mandown,United States,"Thrash,Heavy",nan,1
Muntah Kawat,Indonesia,"Grindcore,Death",1999,1
Gevaudan,Canada,"Melodic,Black",2006,4
Alleyrat,United States,"Heavy,Hard,Rock",nan,3
Procton,Germany,Thrash,nan,2
Ectoplasm,United States,"Grindcore,Death",nan,1
Helslakt,Switzerland,Black,2006,1
ÐÐ»Ð¸Ðº ÐÑÐ°Ð½Ð¾Ð²ÑÐºÐ¸Ð¹,Russia,"Heavy,Hard,Rock",2003,1
Endlessight,Canada,"Thrash,Power",1988,3
Clyson,Finland,"Death,Blackened",2007,4
Himmelfahrstrasse,United States,Black,2006,3
Homicidio,Brazil,"Death,Black,Doom",1989,1
Infravision,Greece,"Thrash,Death,Progressive",2006,1
Maria Chuana,Slovakia,"Thrash,Crossover",1992,1
Sil Veth,United States,"Death,Black",1999,3
Conchadors,Turkey,Heavy,2003,1
Archistra,Germany,"Melodic,Death",2006,3
Bajo Tierra,Bolivia,Heavy,2002,4
The Bleedout,Finland,Deathcore,2004,3
Hangar 18,Spain,Heavy,1990,3
Credic,Germany,"Melodic,Death",2005,1
VerkÃ¨nt Csendes,International,"Black,Depressive,Atmospheric",2006,1
Sick,United States,"Death,Brutal",2005,1
Demonomancy,Peru,Black,1991,3
Kill Your Faith,Hungary,"Death,Deathcore",2005,3
Jenovavirus,Japan,"Death,Brutal",2005,3
Epileptic Brain Surgeons,Canada,"Thrash,Crossover",1987,3
Cyrish,United States,Progressive,nan,4
CofradÃ­a,Argentina,"Thrash,Speed",2001,1
Imopectore,Brazil,"Heavy,Doom,Black",2007,3
The Rebirth of Humanity,United States,"Grindcore,Death",2006,5
Bloodwolf,United States,Metalcore,nan,4
Plasmic Ocean,Sweden,Stoner,2002,3
Ashra,Spain,Heavy,2002,1
Dysmorphia,Czech Republic,Death,2004,3
Painted X,United States,"Heavy,Doom",2000,4
Phidion,Sweden,"Thrash,Death",2003,1
Anaemia,Russia,"Groove,Progressive",2005,1
HMR,Russia,"Heavy,Thrash",2005,1
Wickedness,Chile,Thrash,2004,3
Blood Hunt,Slovakia,"Death,Black",1998,4
Anatomist,Slovakia,"Death,Brutal",2004,1
Napalm Attack,Czech Republic,"Thrash,Black",2004,1
Sarvela,United States,Heavy,2005,3
Fallen Angels,Italy,"Heavy,Thrash",1996,1
Herazz,United States,"Heavy,Hard,Rock",1985,1
Blotted Science,United States,Progressive,2004,1
Mark D. Pope,United States,Heavy,nan,1
Angels Torment,Austria,"Thrash,Black",2003,3
Illminite,Germany,"Death,Groove",2003,4
Terra Obscura,Germany,"Heavy,Power",1991,4
Breed,Norway,"Thrash,Groove",2005,3
Symptoms Remain,Germany,Doom,2001,3
Subconscious,Germany,"Thrash,Melodic,Hardcore,Death",1999,3
Mass Murder Machine,Italy,Sludge,2006,1
Hyperions Fall,Germany,"Melodic,Death,Black",nan,3
Profane Anthem,Canada,"Melodic,Death,Black",2004,1
Lost Horizon,France,Heavy,nan,3
Timescape,Sweden,Progressive,nan,4
Joker,Portugal,"Heavy,Hard,Groove,Rock,Glam",1990,3
Tyranny,United States,Heavy,1983,1
Randy Weitzel,United States,Heavy,nan,1
Spellbreaker,Germany,"Melodic,Death",2005,1
Avatar,Italy,Power,1996,5
Descanso Eterno,Argentina,"Doom,Gothic",2001,1
Forever It Shall Be,Germany,"Melodic,Metalcore,Death",2005,1
Krematorio,Argentina,"Death,Brutal",1994,4
Dedkor,United States,Heavy,nan,3
Embrion,Argentina,"Thrash,Death",2000,2
Final Xit,United States,"Progressive,Power",1992,3
Distorted Impalement,Austria,"Death,Deathcore,Brutal",2003,1
Moriturus,Germany,Black,1998,5
